text,label
 coronavirus cases mount hong kong prepares quarantine,True
 man dies covid waterloo region marking areas first death,True
 video viewed times multiple posts youtube facebook twitter purported philippine doctor claims ingesting semen could cure patient infected novel coronavirus citing scientific study,False
 claim bill gates said coronavirus vaccine kill harm people,False
 really need move hydroxychloroquine says expert,True
 lockdown due coronavirus led reemergence large flock birds riverfront ahmedabad,False
 know public health officials unprecedented situation deeply appreciate dedication know putting uptodate covid data difficult weve identified six changes florida could make maximize usefulness data,True
 donald trump said brazil country supreme court hampering national governments ability deal covid also criticized brazilian state governors,False
 empty churches orthodox christians mark easter amid covid restrictions,True
 canadians may thousands dollars saudi arabia suspends entry religious pilgrims,True
 r number could high scotland first minister nicola sturgeon confirmed follow latest updates,True
 cases covid pei considered recovered chief public health officer says,True
 since august contact tracing team identified close contacts cases contacted selfisolating completed selfisolation process contacting rest,True
 th july total samples tested,True
 plays worst fears coronavirus misinformation fuelled social media,True
 australian couple ordered wine drone princess cruise ship,False
 ontarios covid death toll new cases jump decline yesterday,True
 ns farmer says producers obligation provide food amid covid,True
 matterhorn mountain switzerland lit indian tricolour convey gratitude country sending lifesaving hydroxychloroquine drugs fight covid,False
 coronavirus pandemic dramatically slowed stopped immediate widespread use high doses vitamin c,False
 video shared repeatedly facebook twitter april alongside claim shows corpses body bags apartment home new yorkbased islamic group posts claim victims died apartment contracting novel coronavirus ignored social distancing rules,False
 photo shows dr fauci melinda gates barack obama wuhan lab,False
 number recovered cases progressively rising total number recovered cases lakh secretary,True
 pope francis infected coronavirus,False
 banglore municipal body bbmp spraying medicine air kill coronavirus,False
 japanese government finance part costs travelers order encourage tourism end coronavirus pandemic,False
 covid ontario urges businesses produce medical items short supply,True
 email caixabank asking people change data related account,False
 calgary woman without vehicle questions ask aunt take covid driveup test,True
 remarks made spanish health official fernando simn days ago,False
 prince charles camilla parker bowls rescuing archie america coronavirus pandemic,False
 still behind curve says head northwestern health unit,True
 alberta reports new covid cases bringing total,True
 coronavirus whats happening canada around world april,True
 todays briefing dg announced nigerias first large seroprevalence survey ncdc collaboration amp partners conducting household seroprevalence survey better understanding transmission nigeria,True
 nigerians burning chinese stores,False
 rd quebecer tests positive covid trip france,True
 simpsons predicted tom hanks would contract coronavirus,False
 rt recovered patients close lakhs times active cases case fatality rate secretary,True
 phase means mexico reaches phase hospitals helping older people going let die give care young,False
 hidden cases testing blunders political missteps doomed nycs covid response,True
 looking make splash summer tips help prevent spread operate public pools hot tubs water playgrounds,True
 kentucky teachers conduct inhome bedroom inspections week april kindergarten eighth grade students,False
 link covid irregular migration,False
 trump blamed barack obama administration making decision delayed covid testing trump administration,False
 rt cover help protect others slow spread learn,True
 according headlines article shared screenshot first volunteer united kingdoms covid vaccine trial died two days getting injection,False
 correction irelands cabinet selfisolate health minister reportedly tested coronavirus,True
 picture showing copacabana beach brazil full crosses make look like graveyard,False
 cases covid barranquilla government hiding,False
 owing india lighting diyas april satellite captured india illuminated world darkness,False
 vancouver production riverdale suspended possible coronavirus exposure,True
 must read piece chinese researcher revealing bioengineered aspects chicomvirus covid amp lengths enemies freedom go suppress truth conservative conversation dear kmag open topic via,False
 us strikes bn deal mn doses moderna covid vax,True
 latest coronavirus outbreak april,True
 video canada pm justin trudeaus wife pleading people take covid seriously,False
 long haul ottawa trucker riding pandemic increasingly inhospitable highways,True
 city windsor suspends transit operations starting march,True
 q social distancing mean keeping least metres distance amp avoiding physical contact others measures taken help facilitate closure schoolsoffices amp cancellation socialreligious events faqs,True
 kind left yukon mom calls support homeschooling son,True
 communicators helping curb fake news,True
 chinas coronavirus death toll surpasses number global fatalities sars,True
 every election year disease sars avian flu swine flu mers ebola zika coronavirus,False
 per clinical management protocol fatigue amp myalgia muscle pain reported symptom,True
 video woman claiming pneumonia hiv cardiovascular patients treated together hospitals covid isolation ward viewed thousands times multiple posts facebook twitter footage includes superimposed text claims hospital abbasi shaheed hospital staterun facility pakistani city karachi,False
 tactfully discourage spread false pandemic information chats email,True
 coronavirus australia map tracking new cases covid,True
 seasonal influenza vaccination mandatory georgia fall covid mortality rates significantly lower fatalities caused viruses,False
 despite cancer covid ottawa couple forges ahead wedding,True
 immigrants make majority essential workers places like new york city,True
 vaccine covid tried released russia,False
 loophole ontarios covid longterm care plan allows temp workers multiple homes,True
 thirtyfour new cases reported follows lagos kano katsina delta niger pm th april confirmed cases reported nigeria discharged deaths,True
 chlorine dioxyde cure covid,False
 need know coronavirus gives illness new name death toll rises,True
 baffinland sending nunavummiut home covid concerns,True
 covid four employees pharma firms test positive guj,True
 despite ease lockdown starting th may critical nigerians adhere measures spread daily curfew pm mandatory use mask ban social amp religious gatherings restricted interstate travel share widely,True
 disruptions child maternal health services health checkups vaccinations amp prenatal postnatal care threaten undo decades hardwon progress,True
 news everyone looking forward coronavirus pandemic passing get back safely licking toilets,False
 trump hails positive talks covid,False
 currently state track contain covid cases steadily decreasing vermonts covid preparedness meets exceeds international standards,True
 mayor curitiba brazil order closure shops city register deaths covid,False
 picture syrian president bashar alassad researching cure covid,False
 coronavirus uk excess deaths could hit peak levels november without action,True
 travellers iran asked selfisolate days arriving canada,True
 claim trolley collector supermarket australian state new south wales tested positive novel coronavirus march shared hundreds times multiple posts facebook,False
 lasalle strawberry festival cancelled corn fest sits chopping block,True
 await updates massachusetts california also large numbers colorados numbers also climbing standing cases last update,True
 lhsc putting cancer patients hotel suites strangers pandemic,True
 government must planned coronavirus pandemic coronavirus relief bill introduced three years earlier,False
 edmonton playgrounds close immediately response coronavirus pandemic,True
 celebrate easter passover pandemic covid questions answered,True
 according cdc far year florida deaths covid pneumonia average pneumonia deaths florida time period,False
 today active cases district,True
 estimated cases worldwide march states new york city amp dc reported nearly cases covid almost half reported cases california amp washington state see cases us,True
 books removed classrooms minnesota middle school administrators claim books cannot cleaned,False
 doctor died colombia curing patients coronavirus,False
 millions masks expected faces pressure equipment exports,True
 rt launches new lab testing help passengers coming delhi international location videh,True
 nurses together rajasthans jhalawar quit jobs qurantined muslims spat,False
 virtual risk communication training held health educators amp key communication stakeholders across states amp fct strengthening nigerias response activities collaboration,True
 couple fights back k wedding rebooking fee amid covid pandemic,True
 windsorite back home spending five weeks trapped peruvian covid lockdown,True
 india bjp leader manoj tiwari violating lockdown moving streets,False
 heres good news today deaths fell first time since march day average keeps falling slowly,True
 nasal flu vaccine side effects cause covid,False
 cristiano ronaldo convert hotels coronavirus hospitals,False
 siding first nation ns judge overturns alton gas approval,True
 alberta longterm care workers say pandemic placements,True
 image shows spanish biologist claimed footballers earn millions euros research cure coronavirus,False
 director major hospital paulo brazil recommended drinking fennel tea eating bulls liver ways prevention covid,False
 trudeau confirms cargo planes sent china pandemic supplies returned empty,True
 cbc windsor april covid update people died,True
 virus overcome drinking hot water every minutes avoiding cold drinks ice cream going sun kill virus selfdiagnostic guideline hold breath seconds cough choke feel tension lungs cystic fibrosis lungs situation reversible,False
 large parts north east set subjected tighter lockdown restrictions announced tomorrow sky news understands,True
 pride groups nl showing virtual support pandemic,True
 congo known ebola cases st time since july,True
 video viewed hundreds thousands times multiple posts facebook twitter youtube alongside claim shows islamic call prayer berlin black clouds appeared sky posts claim call heard despite mosque area,False
 dr charles lieber harvard professor arrested creating coronavirus selling china,False
 completely unaware mass covid testing key stopping spread,True
 japanese nobel laureate tasuku honjo announced coronavirus manmade,False
 covid virus spreading via air yangon according laboratory test,False
 coronavirus whats happening canada around world april,True
 health ministry issues revised sop preventive measures followed conducting examinations contain spread,True
 video saying medical complications created virus unexpected virus thereforeantiinflammatories solution,False
 remains one person receiving hospitallevel care covid middlemore icu yesterday laboratories completed tests bringing total number tests completed date,True
 latest update ministry health today reporting two new cases covid made one confirmed case one probable case cases linked st margarets hospital rest home auckland,True
 dont fall hoaxes certain race religion make less likely infected ifcn fact checkers find via,False
 pei nurse overwhelmed surprise delivery anonymous donor summerside business,True
 need know coronavirus international investigation begins weekend,True
 yearold gets driveby birthday surprise calgary firefighters,True
 michigan governor gretchen whitmer bans buying us flags lockdown,False
 indian prime minister modi announced internet ban due spread misinformation regarding covid,False
 update managed isolation amp quarantine numbers currently people managed isolation quarantine current effective capacity gives us excess capacity next week projecting arrivals departures,True
 elite athletes get creative isolation tokyo olympics dreams stall,True
 manitoba opens covid testing include quite vast list essential services workers,True
 uk faces tipping point restrictive measures could brought slow spread health secretary told sky news,True
 president united states america donald trump tested positive covid,False
 coronavirus deaths scotland care facilities,False
 need know covid bc march,True
 joo doria governor paulo said people need choose lockdown food interview brasil urgente national tv show,False
 auckland dhb reported around people tested covid new model community testing centres northcote henderson grafton wiri tested far returned negative results,True
 autistic boy wrote name treatment covid,False
 gargling warm water either salt vinegar eliminate coronavirus,False
 envoy says covid vaccine found,False
 colombia first child registered yair coronavirus mosquera,False
 covid future vaccine come id mark id tells everyone free covid,False
 says coronavirus engineered scientists lab,False
 achieve reopen metrics ready reopen necessarily complicated ultimately casebycase decision includes factors ppe availability ability trace positive cases much much,True
 detroitarea hospital system almost capacity says michigan governor,True
 inmate says hes sitting duck edmonton remand centre denied bail,True
 rt still experiencing shortages hospital practice,True
 argentine electoral chamber announced legislative elections eliminated,False
 access management assessment response cmar tool,True
 french far right leader marine le pen says eu didnt act outbreak,False
 breaking staying lockdown adhering social distancing guidelines isnt necessary really horny insists prof neil ferguson,False
 two audio clips stating mumbai police commissioner going enforce strict actions day lockdown india spike cases march,False
 according civil registry record number respiratory syndrome deaths decreased increased cear brazil time period considered march may,False
 covid uncertainty swirling tempers flare yukon politics,True
 step step testing covid works manitoba,True
 new reported cases rose today highest number week,True
 pm th april lagos fct kano ogun osun gombe katsina borno edo oyo kwara akwa ibom bauchi kaduna ekiti ondo delta rivers jigawa enugu niger abia zamfara sokoto benue anambra adamawa plateau imo,True
 city report says covid financial impact city could million thats august,True
 russia raises image christ help ending pandemic,False
 says coronavirus recovery rate texas,False
 man italy killed lost family coronavirus,False
 sickkids covid outbreak infects teen patients parents clinical team member,True
 fills hearts kids tummies westmount school donates thunder bay family snack program,True
 chinese scientist asked closure wuhan warned covid virus mutates every month,False
 ontario covid cases near schools set stay closed least may,True
 covid test using swab used collect dna population,False
 poem people selfisolating home shared thousands times facebook twitter april alongside claim written th century reprinted spanish flu pandemic posts published world continued endure spread novel coronavirus claim poem evidence history repeats,False
 rt testing status icmr tests total samples individuals th april,True
 video claims covid bacteria treated antibiotics,False
 rt total confirmed cases cases curedrecovered samples tested heres,True
 news government advises using witchcraft boost immunity coronavirus epidemic,False
 captions reuploaded video us approving remdesivir emergency use say drug end covid,False
 venezuelan man coronavirus spreading virus small colombian city,False
 message health authorities chandigarh hello kindly request come house pm tonight till tomorrow spraying medicine air order kill covid share information friendsrelatives familiesfor chandigarh thank,False
 ontario extends state emergency weeks number covid cases,True
 plane covid infected bats pass dublin airport without proper checks,False
 mayor buga valle del cauca said invite people buga keep calm live day last,False
 closeup bat soup bowl eaten wuhan elsewhre china,False
 saying die alonedont understand infectious diseases work via,True
 four new cases confirmed nigeria lagos state fct two cases returning travellers pm rd march confirmed cases nigeria discharged death recorded,True
 dont line coronavirus testing without calling first health officials say,True
 top doctor says bc isnt modelling possible covid death tolls,True
 woman fallen moving car motorway leaning window film snapchat video,True
 coronil ke bad v unki death ho gyiso sad rip common people ke bare govt se pucho propaganda godi media logo ki av tak death ho chuki hkon resposible hpropaganda godi media ke according lagta h jamaat gathering hi hogabaki gathering corona bhagane lage h,False
 bill gates said catholic religion may suspended forever covid pandemic,False
 rise family violence hotline calls amid pandemic worry advocates,True
 covid cases state illinois come chicago,False
 acc testing strategy direct amp highrisk contacts confirmed case needs tested day coming contact please contact district surveillance officer test family,True
 children infected covid main hospital lima,False
 whatsapp chain message claims china responsible outbreak coronavirus country economic benefit oil price stock market wuhan suddenly free covid big cities cases,False
 video shows eu flag lowered france protest outbreak policies,False
 everyone expected make best effort contain disease,True
 experts nanavati hospital giving four common treatments patients vitamin c dry ginger turmeric steam,False
 north shore health network reopen thessalon site emergency department closure,True
 rt cdc leads new national genomics consortium help coordinate sarscov sequencing laboratories across united st,True
 plan reopen bc schools yet says education minister,True
 gargling baking soda kills coronavirus,False
 one new zealand receiving hospitallevel care covid total number confirmed cases covid number report world health organization,True
 cow dung cow urine cure coronavirus,False
 steep rise recoveries indicates indias collaborative graded evolving response strategy borne results,True
 prince william kate middleton named king queen amid coronavirus pandemic queen elizabeth steps,False
 pm th april breakdown cases states lagos fct kano osun oyo edo ogun kwara katsina bauchi kaduna akwa ibom delta ekiti ondo enugu rivers niger benue anambra borno jigawa abia gombe sokoto,True
 covid contagion parties make epidemic end faster,False
 victoria day fireworks cancelled yard waste collection back,True
 coronavirusdriven stockpiling natural unnecessary urge calgary psych prof says,True
 mushrooms oregano oil masks targeted crackdown misleading covid ads,True
 four kids took coronavirus vaccine died immediately,False
 coronavirus yemen denial covid worse still theres fog mystery many dying,True
 windsor standup comics take weekly show online keep audiences laughing amid covid,True
 ambulance health care workers transporting coronavirus patient hague netherlands dressed white protective suits,False
 us house bill would give government power forcibly take family members home quarantine,False
 new finds people stayed home early months pandemic stayathome orders place people began leave home stayathome orders ended even orders state territory remained learn,True
 thunder bay covid response fund receives major contributions,True
 covid quebec caution legault says see light end tunnel,True
 dogs return regular dog activities alert level,True
 announcing longterm care covid trackerthe comprehensive dataset covid longterm care facilities united states,True
 pandemic make us realize truly connected home across whole world cdc rachael zacks deployed seattle test one united states firstknown patients story,True
 people died knowing hillary coronavirus,False
 case fatality rate cfr dips active cases reduced less recorded yesterday recoveries exceed active cases nearly lakh,True
 pay cash bail ksh youre caught without mask downtown nairobi kenya,False
 saw states report cases today california florida texas,True
 banff springs hotel closes help halt spread covid,True
 garlic soup cure coronavirus,False
 phase doses allocated proportionally participating countries simultaneously reduce overall risk phase consideration given countries relation threat vulnerability,True
 american dutch mainstream news media used photo young boy portrait picture reporting three different corona victims also used picture year old american corona victim twice article work police force declaring works university therefore mainstream news media trying mislead readers amount people actually died corona multiplying,False
 testing status update stated samples tested september samples tested september,True
 confirmed new cases guayaquil ecuador,False
 largest coronavirus cluster indonesia thousand gbi gpib priests italy israel,False
 europe rationing food due outbreak,False
 people temporarily laid city guelph,True
 includes state emergency declarations quarantine measures disease surveillance legal measures relating maskwearing physical distancing access medication vaccines,True
 canadian malls limit shopping hours slow spread covid,True
 similarly indias deaths per million population also amongst lowest world secretary,True
 adidas giving away face masks,False
 israeli scientists migal research institute developed vaccine covid,False
 twitter posts accuse dutch government ministers flaunting social distancing rules,False
 people dying streets like ecuador,False
 india records new infections sixth consecutive day countrys total confirmed case count stands lakh union minister dharmendra pradhan former karnataka cm siddaramaiah tested positive coronavirus infection,False
 financial supports manitobans affected pandemic may coming province pallister hints,True
 alberta plan use smartphones enforce quarantines raises privacy questions,True
 ive always known real pandemic ive felt pandemic long called pandemic,False
 cbc radios saskatoon morning explores impact covid st presumptive positive junos cancelled,True
 portuguese authorities decided citizen goes work must official authorization leave home,False
 tweet assam health minister himanta biswa sarma regarding newly found covid positive cases,False
 shaw opens wifi hotspots public free response covid pandemic,True
 news ray hope government announces looking ways fckingup end lockdown,False
 man visited albany ny days dying coronavirus,False
 cdc report summarizes new data covid like illness hospitalization rates deaths associated influenza pneumonia covid,True
 corona virus claims black belt chuck norris dead,False
 food donations made turkey covid lockdown,False
 ottawa hospital rationing surgical masks avoid shortage,True
 decathlons snorkeling masks used hospitals help patients breathing,False
 photo pakistani chief minister shared thousands times facebook alongside claim shows flouting pakistans coronavirus lockdown measures iftar daily evening meal enjoyed muslims holy month ramadan,False
 suicides increased quarantine medelln colombia,False
 casedeath rate fixed turkey purpose,False
 picture quote attributed bill gates stating vaccine wont safe lets get quickly anyway worry consequences later,False
 exponential increase tests per million tpm population statesuts performing tests per million national average secretary,True
 rt indias first vaccine candidate covaxin gets approval human trials jointly developed,True
 italian billionaire commits suicide throwing th floor tower entire family wiped coronavirus,False
 harvard professor arrested creating selling coronavirus,False
 fbio de melo famous brazilian priest published text criticizing lockdown asking empathy need work,False
 workers meat poultry processing facilities states infected april may learn infections among workers meat poultry processing facilities steps facilities take slow spread,True
 celebration belgium tunisian doctor mohamed mourad recovering novel coronavirus contracted working hospital brussels,False
 gargling warm water salt andor vinegar kills sarscov,False
 gahcho ku diavik diamond mines sending nwt workers remote centres home,True
 pandemic made refugees us,True
 two american doctors demonstated scientific study covid simple disease warrant extreme public safety measures employed worldwide,False
 facebook posts questioning existence coronavirus supermarket employee infected world,False
 covid update new cases covid report new zealand today days since last case covid acquired locally unknown source,True
 video shows parasite removed someones lips sharing relation coronavirus,False
 health ministry urges statesuts mandatorily retest symptomatic negative cases rapid antigen tests rtpcr,True
 japanese nobel laureate dr tasuku honjo said new coronavirus engineered chinese laboratory,False
 take clothes shoes outside wash disinfectants virus sticks floor nine hours also spreads via wind,False
 video recorded muslim resident spain accumulates supplies coronavirus,False
 people repeatedly tried make contact including via text via phone calls reminder anyone managed isolation facility june yet spoken healthline call dedicated team,True
 covid could kill people ontario provincial modelling shows,True
 claudia lpez anglica lozano jorge robledo columbian centerleft leftist politicians broke quarantine met dinner,False
 evo morales former bolivian president states two brothers citizens died street montero beni covid hunger,False
 trump said press briefing anyone needed ventilator able access one april officials states told us hadnt covid patients denied ventilator,False
 holding breath lets check coronavirus,False
 uk faces tipping point restrictive measures could brought slow spread health secretary told sky news,True
 president trump asked see covid death chart go,False
 slaight music donation doubles performing arts fund coronavirus outbreak,True
 pei fishermen vote lobster season delay choosing dates,True
 users pandemic firsttimers food bank says charlottetown salvation army,True
 alternative medicine practitioners guide coronavirus,False
 post shared repeatedly claims singapore started enforcing spot fines people flout certain social distancing regulations novel coronavirus pandemic,False
 australian prime minister announce national lockdown,False
 children covid mis show symptoms involve cns pns,True
 day positive rate average crossed today tests reported south came back positive thats,True
 london developers give big united way covid fund,True
 gonna call alberta ghostbusters join battle covid,True
 new death covid london area cases near mark,True
 palestine egypt lebanon succeeded developing coronavirus cure,False
 webqoof recap communally charged claims alarmist messages,False
 dr devi shetty recommended steps avoid coronavirus,False
 states reported new deaths trending slightly reminder chart include k probable confirmed covid deaths reported new york city yet new york state,True
 whatsapp message states covid means certificate identification vaccination artificial intelligence intended disease carry international plan control reduction populations,False
 new modelling reportedly shown london two three days behind hotspots north west north east,True
 video shows problems faced chinese police catching coronavirusinfected people,False
 models estimate high positive test rate infection growth rate gt meaning person covid infects person minnesota elevated risk based metrics learn,True
 recipe involving full lemon ground cloves cured womans covid symptoms isnt sure maid actually covid still encourages people think take recipe,False
 acc till july cases district recovered active cases,True
 video shows demolished g stations hong kong protestors held g responsible covid,False
 image pristine waterfall claimed kithulgala sri lanka inviting travel enthusiasts visit location covid security measures eases,False
 remain deeply entirely committed success actaccelerator,True
 newspaper article claiming regions new cases coronavirus italy,False
 video shows empty hospital states although globo said already patients temporary covid hospital built fortaleza brazil video proves still working,False
 new coronavirus biological weapon,False
 th april confirmed cases discharged deaths breakdown cases states lagos fct osun oyo akwa ibom ogun edo kaduna bauchi enugu ekiti rivers benue ondo,True
 messy number especially time series could get number reflects today would mix cumulative hospitalizations states daily totals others,True
 since number cases increased fivefold million number deaths tripled,True
 another people tested positive uk highest daily figure since may,True
 post says harvard scientists say coronavirus spreading fast infect humanity year,True
 photo shared thousands times multiple facebook posts alongside claim shows bodies killed covid,False
 shout colorado health department clearly placed emphasis reporting full granular dataset covid outbreaks colorados longterm care reporting model states,True
 messed cause total test done rushed er,False
 mumbai pune please note entire mumbai pune might strict military lockdown days starts sunday st may immediately lockdown please stock everything especially groceries vegetables cities handed military milk medicines allowed please inform mumbai pune friends central govt meetings going total shut mumbai expected announced anytime,False
 accused mexican meth importers released bail covid fears,True
 video leopard roaming road lockdown delhi india,False
 uk plan reopening schools,True
 vaccine coronavirus found,False
 nunavut leaders say kind pond inlet wrestles territorys st covid case,True
 new york police dismisses jewish funeral water guns,False
 pelosi wuhan china days impeachment hoax failed,False
 statewise details total confirmed cases till september states confirmed cases states confirmed cases states confirmed cases total confirmed cases far,True
 new cases lagos kano kwara edo bauchi yobe kebbi oyo katsina niger plateau borno sokoto benue gombe enugu ebonyi ogun fct rivers cases nigeria discharged deaths,True
 one new case covid found bringing total,True
 northwood increases covid testing residents test positive,True
 latest report shows adults years older highest rates hospitalizations followed adults age hospitalization rates cumulative continue rise ongoing covid activity,True
 covid longer considered dangerous disease uk,False
 ok daily update published states reported k tests todays case count secondhighest data record set yesterday hospitalizations kept moving upward states reported deaths,True
 canada cut number troops ukraine due covid,True
 alberta track begin reopening may premier jason kenney says,True
 photo shared hundreds times multiple facebook posts alongside claim shows hospital car park singapore converted wards novel coronavirus pandemic,False
 philippines kabataan partylist representative sarah elago shown quote card saying lockdown amid covid pandemic human rights violation,False
 dead people instantaneously declared victims coronavrus,False
 japanese nobel laureate tasuku honjo worked wuhan four years claimed sarscov humanmade,False
 cocaine bleach cure coronavirus,False
 google joins uk researchers track coronavirus cases,True
 president donald trump put hold evictions december,False
 alberta seeks balance visitor policy seniors homes bc coronavirus death,True
 blood test coronavirus costs,False
 cancelling trip coronavirus outbreak travel insurance may cover cost,True
 kia ora brandon sorry youve frustrating experience development team working address compatibility issues please call ministry email query andor feedback tracingappfeedback,True
 chathamkent musicians create haunting music video honouring frontline workers,True
 samsung giving free phones students coronavirus pandemic online studies,False
 daily update published weve tracked million tests k yesterday keeping average k details see,True
 released protocols procedures lockdown periods fight covid,False
 prince charles recovery covid suspicious proof vaccine already exists,False
 want response reagents tests across lab network however testing capacity grossly underutilised challenging states collect samples right people,True
 sask first nations going ahead elections despite covid,True
 graphic purported quote former philippine presidential spokesperson salvador panelo shared multiple facebook posts graphic appears published philippine news outlet inquirernet claims panelo said poor blame unable protect covid pandemic,False
 point roberts residents virtually cut amid uscanada travel ban,True
 post claims food products rice fortune cookies mi goreng noodles ice tea chinese red bull contaminated coronavirus australia also areas sydney supposedly identified contaminated,False
 sudburys paramedic services prepared coronavirus,True
 porcupine health unit confirms new covid cases,True
 testing status update stated samples tested upto august samples tested august,True
 people muslim community started throwing infected notes road spread coronavirus new method make even difficult police catch spread virus,False
 maduro accused colombia promoting intentional infection venezuelan migrants returned country saying biological weapon,False
 slow testing quick travel ban thats much critical saving lives,False
 covid air india close stations vienna milan european cities,True
 increase cases weve eased restrictions amp continue increase testing capacity likely well see increase cases nigeria whether increase continues depend collective action,True
 egypt health minister given china vaccine coronavirus,False
 coronavirus stays throat days reaching lungs gargling lukewarm water vinegar salt kill,False
 united nations promoting website political economic project called new world order,False
 photo shows coronavirus victims lying streets china,False
 sask park attendance higher national average wascana park become oneway,True
 working stakeholders private amp public sectors expand testing capacity reviewed case definition reflect evolving changes local context tests conducted incountry,True
 equitable access key consideration public health systems rebuilt wake covid,True
 coronavirus bollywood actress aishwarya rai bachchan hospital,True
 lady gaga announces raised fight covid catastrophe,True
 fake document says italian government extending state emergency spring,False
 ultraviolet radiation administered body disinfectant kill bacteria viruses used,False
 fall pollen season approaching may experience watery eyes sneezing cough learn differences seasonal allergies,True
 pleasure peril snitching neighbours pandemic,True
 new zealand prime minster jacinda ardern visited temple country declared covid free,False
 universities rebuff calls waive summer tuition graduate students,True
 increasing gap recovered amp active cases india may september,True
 skagway alaska preparing worstcase scenario cruise ship season,True
 tourism operators hope relief way,True
 homeopathic doctor colombia gives prescription according cures coronavirus,False
 education reuse key making sure personal protective equipment lasts says doctor,True
 video shows chinese soldiers burying covid infected bodies without using protection equipment,False
 charlottetown festival cancelled,True
 president mexico andres manuel lopez obrador claims urinary tract infections aggravate affectations covid,False
 joe biden democrats want prosecute americans going church burning church,False
 country afford second national lockdown tory mp julian knight pm boris johnson says going everything power prevent second national lockdown adding would financially disastrous,True
 india reaches another record highest single day recoveries recover last hours statesuts recovery rate,True
 road lanes closing give walkers cyclists room keep distance,True
 high demand means windsor cant provide chinese twin city medical supplies amid coronavirus outbreak,True
 image ideal social distancing followed market aizwal india,False
 vaccine coronavirus covid since,False
 thunder bay airport announces new enhanced covid protocols,True
